id	rate
13023	0
13025	0
13027	0
13029	0
13031	0
13033	0
13035	0
13037	0
13039	0
13043	0
13045	0
13047	0
13049	0
13051	0
13053	0
13055	0
13057	0
13059	0
13061	0
13063	0
13065	0
13067	0
13069	0
13071	0
13073	0
13075	0
13077	0
13079	0
13081	0
13083	0
13085	0
13087	0
13089	0
13091	0
13093	0
13095	0
13097	0
13099	0
13101	0
13103	0
13105	0
13107	0
13109	0
13111	0
13113	0
13115	0
13117	0
13119	0
13121	0
13123	0
13125	0
13127	0
13129	0
13131	0
13133	0
13135	0
13137	0
13139	0
13141	0
13143	0
13145	0
13147	0
13149	0
13151	0
13153	0
13155	0
13157	0
13159	0
13161	0
13163	0
13165	0
13167	0
13169	0
13171	0
13173	0
13175	0
13177	0
13179	0
13181	0
13183	0
13185	0
13187	0
13189	0
13191	0
13193	0
13195	0
13197	0
13199	0
13201	0
13205	0
13207	0
13209	0
13211	0
13213	0
13215	0
13217	0
13219	0
13221	0
13223	0
13225	0
13227	0
13229	0
13231	0
13233	0
13235	0
13237	0
13239	0
13241	0
13243	0
13245	0
13247	0
13249	0
13251	0
13253	0
13255	0
13257	0
13259	0
13261	0
13263	0
13265	0
13267	0
13269	0
13271	0
13273	0
13275	0
13277	0
13279	0
13281	0
13283	0
13285	0
13287	0
13289	0
13291	0
13293	0
13295	0
13297	0
13299	0
13301	0
13303	0
13305	0
13307	0
13309	0
13311	0
13313	0
13315	0
13317	0
13319	0
13321	0
15001	0
15003	0
15007	0
15009	0
16001	0
16003	0
16005	0
16007	0
16009	0
16011	0
16013	0
16015	0
16017	0
16019	0
16021	0
16023	0
16025	0
16027	0
16029	0
16031	0
16033	0
16035	0
16037	0
16039	0
16041	0
16043	0
16045	0
16047	0
16049	0
16051	0
16053	0
16055	0
16057	0
16059	0
16061	0
16063	0
16065	0
16067	0
16069	0
16071	0
16073	0
16075	0
16077	0
16079	0
16081	0
16083	0
16085	0
16087	0
17001	0
17003	0
17005	0
17007	0
17009	0
17011	0
17013	0
17015	0
17017	0
17019	0
17021	0
17023	0
17025	0
17027	0
17029	0
17031	0
17033	0
17035	0
17037	0
17039	0
17041	0
17043	0
17045	0
17047	0
17049	0
17051	0
17053	0
17055	0
17057	0
17059	0
17061	0
17063	0
17065	0
17067	0
17069	0
17071	0
17073	0
17075	0
17077	0
17079	0
17081	0
17083	0
17085	0
17087	0
17089	0
17091	0
17093	0
17095	0
17097	0
17099	0
17101	0
17103	0
17105	0
17107	0
17109	0
17111	0
17113	0
17115	0
17117	0
17119	0
17121	0
17123	0
17125	0
17127	0
17129	0
17131	0
17133	0
17135	0
17137	0
17139	0
17141	0
17143	0
17145	0
17147	0
17149	0
17151	0
17153	0
17155	0
17157	0
17159	0
17161	0
17163	0
17165	0
17167	0
17169	0
17171	0
17173	0
17175	0
17177	0
17179	0
17181	0
17183	0
17185	0
17187	0
17189	0
17191	0
17193	0
17195	0
17197	0
17199	0
17201	0
17203	0
18001	0
18003	0
18005	0
18007	0
18009	0
18011	0
18013	0
18015	0
18017	0
18019	0
18021	0
18023	0
18025	0
18027	0
18029	0
18031	0
18033	0
18035	0
18037	0
18039	0
18041	0
18043	0
18045	0
18047	0
18049	0
18051	0
18053	0
18055	0
18057	0
18059	0
18061	0
18063	0
18065	0
18067	0
18069	0
18071	0
18073	0
18075	0
18077	0
18079	0
18081	0
18083	0
18085	0
18087	0
18089	0
18091	0
18093	0
18095	0
18097	0
18099	0
18101	0
18103	0
18105	0
18107	0
18109	0
18111	0
18113	0
18115	0
18117	0
18119	0
18121	0
18123	0
18125	0
18127	0
18129	0
18131	0
18133	0
18135	0
18137	0
18139	0
18141	0
18143	0
18145	0
18147	0
18149	0
18151	0
18153	0
18155	0
18157	0
18159	0
18161	0
18163	0
18165	0
18167	0
18169	0
18171	0
18173	0
18175	0
18177	0
18179	0
18181	0
18183	0
19001	0
19003	0
19005	0
19007	0
19009	0
19011	0
19013	0
19015	0
19017	0
19019	0
19021	0
19023	0
19025	0
19027	0
19029	0
19031	0
19033	0
19035	0
19037	0
19039	0
19041	0
19043	0
19045	0
19047	0
19049	0
19051	0
19053	0
19055	0
19057	0
19059	0
19061	0
19063	0
19065	0
19067	0
19069	0
19071	0
19073	0
19075	0
19077	0
19079	0
19081	0
19083	0
19085	0
19087	0
19089	0
19091	0
19093	0
19095	0
19097	0
19099	0
19101	0
19103	0
19105	0
19107	0
19109	0
19111	0
19113	0
19115	0
19117	0
19119	0
19121	0
19123	0
19125	0
19127	0
19129	0
19131	0
19133	0
19135	0
19137	0
19139	0
19141	0
19143	0
19145	0
19147	0
19149	0
19151	0
19153	0
19155	0
19157	0
19159	0
19161	0
19163	0
19165	0
19167	0
19169	0
19171	0
19173	0
19175	0
19177	0
19179	0
19181	0
19183	0
19185	0
19187	0
19189	0
19191	0
19193	0
19195	0
19197	0
20001	0
20003	0
20005	0
20007	0
20009	0
20011	0
20013	0
20015	0
20017	0
20019	0
20021	0
20023	0
20025	0
20027	0
20029	0
20031	0
20033	0
20035	0
20037	0
20039	0
20041	0
20043	0
20045	0
20047	0
20049	0
20051	0
20053	0
20055	0
20057	0
20059	0
20061	0
20063	0
20065	0
20067	0
20069	0
20071	0
20073	0
20075	0
20077	0
20079	0
20081	0
20083	0
20085	0
20087	0
20089	0
20091	0
20093	0
20095	0
20097	0
20099	0
20101	0
20103	0
20105	0
20107	0
20109	0
20111	0
20113	0
20115	0
20117	0
20119	0
20121	0
20123	0
20125	0
20127	0
20129	0
20131	0
20133	0
20135	0
20137	0
20139	0
20141	0
20143	0
20145	0
20147	0
20149	0
20151	0
20153	0
20155	0
20157	0
20159	0
20161	0
20163	0
20165	0
20167	0
20169	0
20171	0
20173	0
20175	0
20177	0
20179	0
20181	0
20183	0
20185	0
20187	0
20189	0
20191	0
20193	0
20195	0
20197	0
20199	0
20201	0
20203	0
20205	0
20207	0
20209	0
21001	0
21003	0
21005	0
21007	0
21009	0
21011	0
21013	0
21015	0
21017	0
21019	0
21021	0
21023	0
21025	0
21027	0
21029	0
21031	0
21033	0
21035	0
21037	0
21039	0
21041	0
21043	0
21045	0
21047	0
21049	0
21051	0
21053	0
21055	0
21057	0
21059	0
21061	0
21063	0
21065	0
21067	0
21069	0
21071	0
21073	0
21075	0
21077	0
21079	0
21081	0
21083	0
21085	0
21087	0
21089	0
21091	0
21093	0
21095	0
21097	0
21099	0
21101	0
21103	0
21105	0
21107	0
21109	0
21111	0
21113	0
21115	0
21117	0
21119	0
21121	0
21123	0
21125	0
21127	0
21129	0
21131	0
21133	0
21135	0
21137	0
21139	0
21141	0
21143	0
21145	0
21147	0
21149	0
21151	0
21153	0
21155	0
21157	0
21159	0
21161	0
21163	0
21165	0
21167	0
21169	0
21171	0
21173	0
21175	0
21177	0
21179	0
21181	0
21183	0
21185	0
21187	0
21189	0
21191	0
21193	0
21195	0
21197	0
21199	0
21201	0
21203	0
21205	0
21207	0
21209	0
21211	0
21213	0
21215	0
21217	0
21219	0
21221	0
21223	0
21225	0
21227	0
21229	0
21231	0
21233	0
21235	0
21237	0
21239	0
22001	0
22003	0
22005	0
22007	0
22009	0
22011	0
22013	0
22015	0
22017	0
22019	0
22021	0
22023	0
22025	0
22027	0
22029	0
22031	0
22033	0
22035	0
22037	0
22039	0
22041	0
22043	0
22045	0
22047	0
22049	0
22051	0
22053	0
22055	0
22057	0
22059	0
22061	0
22063	0
22065	0
22067	0
22069	0
22071	0
22073	0
22075	0
22077	0
22079	0
22081	0
22083	0
22085	0
22087	0
22089	0
22091	0
22093	0
22095	0
22097	0
22099	0
22101	0
22103	0
22105	0
22107	0
22109	0
22111	0
22113	0
22115	0
22117	0
22119	0
22121	0
22123	0
22125	0
22127	0
23001	0
23003	0
23005	0
23007	0
23009	0
23011	0
23013	0
23015	0
23017	0
23019	0
23021	0
23023	0
23025	0
23027	0
23029	0
23031	0
24001	0
24003	0
24005	0
24009	0
24011	0
24013	0
24015	0
24017	0
24019	0
24021	0
24023	0
24025	0
24027	0
24029	0
24031	0
24033	0
24035	0
24037	0
24039	0
24041	0
24043	0
24045	0
24047	0
24510	0
25001	0
25003	0
25005	0
25007	0.00001
25009	0.00001
25011	0.00001
25013	0.00001
25015	0.00001
25017	0.00001
25019	0.00001
25021	0.00001
25023	0.00001
25025	0.00001
25027	0.00001
26001	0.00001
26003	0.00001
26005	0.00001
26007	0.00001
26009	0.00001
26011	0.00001
26013	0.00001
26015	0.00001
26017	0.00001
26019	0.00001
26021	0.00001
26023	0.00001
26025	0.00001
26027	0.00001
26029	0.00001
26031	0.00001
26033	0.00001
26035	0.00001
26037	0.00001
26039	0.00001
26041	0.00001
26043	0.00001
26045	0.00001
26047	0.00001
26049	0.00001
26051	0.00001
26053	0.00001
26055	0.00001
26057	0.00001
26059	0.00001
26061	0.00001
26063	0.00001
26065	0.00001
26067	0.00001
26069	0.00001
26071	0.00001
26073	0.00001
26075	0.00001
26077	0.00001
26079	0.00001
26081	0.00001
26083	0.00001
26085	0.00001
26087	0.00001
26089	0.00001
26091	0.00001
26093	0.00001
26095	0.00001
26097	0.00001
26099	0.00001
26101	0.00001
26103	0.00001
26105	0.00001
26107	0.00001
26109	0.00001
26111	0.00001
26113	0.00001
26115	0.00001
26117	0.00001
26119	0.00001
26121	0.00001
26123	0.00001
26125	0.00001
26127	0.00001
26129	0.00001
26131	0.00001
26133	0.00001
26135	0.00001
26137	0.00001
26139	0.00001
26141	0.00001
26143	0.00001
26145	0.00001
26147	0.00001
26149	0.00001
26151	0.00001
26153	0.00001
26155	0.00001
26157	0.00001
26159	0.00001
26161	0.00001
26163	0.00001
26165	0.00001
27001	0.00001
27003	0.00001
27005	0.00001
27007	0.00001
27009	0.00001
27011	0.00001
27013	0.00001
27015	0.00001
27017	0.00001
27019	0.00001
27021	0.00001
27023	0.00001
27025	0.00001
27027	0.00001
27029	0.00001
27031	0.00001
27033	0.00001
27035	0.00001
27037	0.00001
27039	0.00001
27041	0.00001
27043	0.00001
27045	0.00001
27047	0.00001
27049	0.00001
27051	0.00001
27053	0.00001
27055	0.00001
27057	0.00001
27059	0.00001
27061	0.00001
27063	0.00001
27065	0.00001
27067	0.00001
27069	0.00001
27071	0.00001
27073	0.00001
27075	0.00001
27077	0.00001
27079	0.00001
27081	0.00001
27083	0.00001
27085	0.00001
27087	0.00001
27089	0.00001
27091	0.00001
27093	0.00001
27095	0.00001
27097	0.00001
27099	0.00001
27101	0.00001
27103	0.00001
27105	0.00001
27107	0.00001
27109	0.00001
27111	0.00001
27113	0.00001
27115	0.00001
27117	0.00001
27119	0.00001
27121	0.00001
27123	0.00001
27125	0.00001
27127	0.00001
27129	0.00001
27131	0.00001
27133	0.00001
27135	0.00001
27137	0.00001
27139	0.00001
27141	0.00001
27143	0.00001
27145	0.00001
27147	0.00001
27149	0.00001
27151	0.00001
27153	0.00001
27155	0.00001
27157	0.00001
27159	0.00001
27161	0.00001
27163	0.00001
27165	0.00001
27167	0.00001
27169	0.00001
27171	0.00001
27173	0.00001
28001	0.00001
28003	0.00001
28005	0.00001
28007	0.00001
28009	0.00001
28011	0.00001
28013	0.00001
28015	0.00001
28017	0.00001
28019	0.00001
28021	0.00001
28023	0.00001
28025	0.00001
28027	0.00001
28029	0.00001
28031	0.00001
28033	0.00001
28035	0.00001
28037	0.00001
28039	0.00001
28041	0.00001
28043	0.00001
28045	0.00001
28047	0.00001
28049	0.00001
28051	0.00001
28053	0.00001
28055	0.00001
28057	0.00001
28059	0.00001
28061	0.00001
28063	0.00001
28065	0.00001
28067	0.00001
28069	0.00001
28071	0.00001
28073	0.00001
28075	0.00001
28077	0.00001
28079	0.00001
28081	0.00001
28083	0.00001
28085	0.00001
28087	0.00001
28089	0.00001
28091	0.00001
28093	0.00001
28095	0.00001
28097	0.00001
28099	0.00001
28101	0.00001
28103	0.00001
28105	0.00001
28107	0.00001
28109	0.00001
28111	0.00001
28113	0.00001
28115	0.00001
28117	0.00001
28119	0.00001
28121	0.00001
28123	0.00001
28125	0.00001
28127	0.00001
28129	0.00001
28131	0.00001
28133	0.00001
28135	0.00001
28137	0.00001
28139	0.00001
28141	0.00001
28143	0.00001
28145	0.00001
28147	0.00001
28149	0.00001
28151	0.00001
28153	0.00001
28155	0.00001
28157	0.00001
28159	0.00001
28161	0.00001
28163	0.00001
29001	0.00001
29003	0.00001
29005	0.00001
29007	0.00001
29009	0.00001
29011	0.00001
29013	0.00001
29015	0.00001
29017	0.00001
29019	0.00001
29021	0.00001
29023	0.00001
29025	0.00001
29027	0.00001
29029	0.00001
29031	0.00001
29033	0.00001
29035	0.00001
29037	0.00001
29039	0.00001
29041	0.00001
29043	0.00001
29045	0.00001
29047	0.00001
29049	0.00001
29051	0.00001
29053	0.00001
29055	0.00001
29057	0.00001
29059	0.00001
29061	0.00001
29063	0.00001
29065	0.00001
29067	0.00001
29069	0.00001
29071	0.00001
29073	0.00001
29075	0.00001
29077	0.00001
29079	0.00001
29081	0.00001
29083	0.00001
29085	0.00001
29087	0.00001
29089	0.00001
29091	0.00001
29093	0.00001
29095	0.00001
29097	0.00001
29099	0.00001
29101	0.00001
29103	0.00001
29105	0.00001
29107	0.00001
29109	0.00001
29111	0.00001
29113	0.00001
29115	0.00001
29117	0.00001
29119	0.00001
29121	0.00001
29123	0.00001
29125	0.00001
29127	0.00001
29129	0.00001
29131	0.00001
29133	0.00001
29135	0.00001
29137	0.00001
29139	0.00001
29141	0.00001
29143	0.00001
29145	0.00001
29147	0.00001
29149	0.00001
29151	0.00001
29153	0.00001
29155	0.00001
29157	0.00001
29159	0.00001
29161	0.00001
29163	0.00001
29165	0.00001
29167	0.00001
29169	0.00001
29171	0.00001
29173	0.00001
29175	0.00001
29177	0.00001
29179	0.00001
29181	0.00001
29183	0.00001
29185	0.00001
29186	0.00001
29187	0.00001
29189	0.00001
29195	0.00001
29197	0.00001
29199	0.00001
29201	0.00001
29203	0.00001
29205	0.00001
29207	0.00001
29209	0.00001
29211	0.00001
29213	0.00001
29215	0.00001
29217	0.00001
29219	0.00001
29221	0.00001
29223	0.00001
29225	0.00001
29227	0.00001
29229	0.00001
29510	0.00001
30001	0.00001
30003	0.00001
30005	0.00001
30007	0.00001
30009	0.00001
30011	0.00001
30013	0.00001
30015	0.00001
30017	0.00001
30019	0.00001
30021	0.00001
30023	0.00001
30025	0.00001
30027	0.00001
30029	0.00001
30031	0.00001
30033	0.00001
30035	0.00001
30037	0.00001
30039	0.00001
30041	0.00001
30043	0.00001
30045	0.00001
30047	0.00001
30049	0.00001
30051	0.00001
30053	0.00001
30055	0.00001
30057	0.00001
30059	0.00001
30061	0.00001
30063	0.00001
30065	0.00001
30067	0.00001
30069	0.00001
30071	0.00001
30073	0.00001
30075	0.00001
30077	0.00001
30079	0.00001
30081	0.00001
30083	0.00001
30085	0.00001
30087	0.00001
30089	0.00001
30091	0.00001
30093	0.00001
30095	0.00001
30097	0.00001
30099	0.00001
30101	0.00001
30103	0.00001
30105	0.00001
30107	0.00001
30109	0.00001
30111	0.00001
31001	0.00001
31003	0.00001
31005	0.00001
31007	0.00001
31009	0.00001
31011	0.00001
31013	0.00001
31015	0.00001
31017	0.00001
31019	0.00001
31021	0.00001
31023	0.00001
31025	0.00001
31027	0.00001
31029	0.00001
31031	0.00001
31033	0.00001
31035	0.00001
31037	0.00001
31039	0.00001
31041	0.00001
31043	0.00001
31045	0.00001
31047	0.00001
31049	0.00001
31051	0.00001
31053	0.00001
31055	0.00001
31057	0.00001
31059	0.00001
31061	0.00001
31063	0.00001
31065	0.00001
31067	0.00001
31069	0.00001
31071	0.00001
31073	0.00001
31075	0.00001
31077	0.00001
31079	0.00001
31081	0.00001
31083	0.00001
31085	0.00001
31087	0.00001
31089	0.00001
31091	0.00001
31093	0.00001
31095	0.00001
31097	0.00001
31099	0.00001
31101	0.00001
31103	0.00001
31105	0.00001
31107	0.00001
31109	0.00001
31111	0.00001
31113	0.00001
31115	0.00001
31117	0.00001
31119	0.00002
31121	0.00002
31123	0.00002
31125	0.00002
31127	0.00002
31129	0.00002
31131	0.00002
31133	0.00002
31135	0.00002
31137	0.00002
31139	0.00002
31141	0.00002
31143	0.00002
31145	0.00002
31147	0.00002
31149	0.00002
31151	0.00002
31153	0.00002
31155	0.00002
31157	0.00002
31159	0.00002
31161	0.00002
31163	0.00002
31165	0.00002
31167	0.00002
31169	0.00002
31171	0.00002
31173	0.00002
31175	0.00002
31177	0.00002
31179	0.00002
31181	0.00002
31183	0.00002
31185	0.00002
32001	0.00002
32003	0.00002
32005	0.00002
32007	0.00002
32009	0.00002
32011	0.00002
32013	0.00002
32015	0.00002
32017	0.00002
32019	0.00002
32021	0.00002
32023	0.00002
32027	0.00002
32029	0.00002
32031	0.00002
32033	0.00002
32510	0.00002
33001	0.00002
33003	0.00002
33005	0.00002
33007	0.00002
33009	0.00002
33011	0.00002
33013	0.00002
33015	0.00002
33017	0.00002
33019	0.00002
34001	0.00002
34003	0.00002
34005	0.00002
34007	0.00002
34009	0.00002
34011	0.00002
34013	0.00002
34015	0.00002
34017	0.00002
34019	0.00002
34021	0.00002
34023	0.00002
34025	0.00002
34027	0.00002
34029	0.00002
34031	0.00002
34033	0.00002
34035	0.00002
34037	0.00002
34039	0.00002
34041	0.00002
35001	0.00002
35003	0.00002
35005	0.00002
35006	0.00002
35007	0.00002
35009	0.00002
35011	0.00002
35013	0.00002
35015	0.00002
35017	0.00002
35019	0.00002
35021	0.00002
35023	0.00002
35025	0.00002
35027	0.00002
35028	0.00002
35029	0.00002
35031	0.00002
35033	0.00002
35035	0.00002
35037	0.00002
35039	0.00002
35041	0.00002
35043	0.00002
35045	0.00002
35047	0.00002
35049	0.00002
35051	0.00002
35053	0.00002
35055	0.00002
35057	0.00002
35059	0.00002
35061	0.00002
36001	0.00002
36003	0.00002
36005	0.00002
36007	0.00002
36009	0.00002
36011	0.00002
36013	0.00002
36015	0.00002
36017	0.00002
36019	0.00002
36021	0.00002
36023	0.00002
36025	0.00002
36027	0.00002
36029	0.00002
36031	0.00002
36033	0.00002
36035	0.00002
36037	0.00002
36039	0.00002
36041	0.00002
36043	0.00002
36045	0.00002
36047	0.00002
36049	0.00002
36051	0.00002
36053	0.00002
36055	0.00002
36057	0.00002
36059	0.00002
36061	0.00002
36063	0.00002
36065	0.00002
36067	0.00002
36069	0.00002
36071	0.00002
36073	0.00002
36075	0.00002
36077	0.00002
36079	0.00002
36081	0.00002
36083	0.00002
36085	0.00002
36087	0.00002
36089	0.00002
36091	0.00002
36093	0.00002
36095	0.00002
36097	0.00002
36099	0.00002
36101	0.00002
36103	0.00002
36105	0.00002
36107	0.00002
36109	0.00002
36111	0.00002
36113	0.00002
36115	0.00002
36117	0.00002
36119	0.00002
36121	0.00002
36123	0.00002
37001	0.00002
37003	0.00002
37005	0.00002
37007	0.00002
37009	0.00002
37011	0.00002
37013	0.00002
37015	0.00002
37017	0.00002
37019	0.00002
37021	0.00002
37023	0.00002
37025	0.00002
37027	0.00002
37029	0.00002
37031	0.00002
37033	0.00002
37035	0.00002
37037	0.00002
37039	0.00002
37041	0.00002
37043	0.00002
37045	0.00002
37047	0.00002
37049	0.00002
37051	0.00002
37053	0.00002
37055	0.00002
37057	0.00002
37059	0.00002
37061	0.00002
37063	0.00002
37065	0.00002
37067	0.00002
37069	0.00002
37071	0.00002
37073	0.00002
37075	0.00002
37077	0.00002
37079	0.00002
37081	0.00002
37083	0.00002
37085	0.00002
37087	0.00002
37089	0.00002
37091	0.00002
37093	0.00002
37095	0.00002
37097	0.00002
37099	0.00002
37101	0.00002
37103	0.00002
37105	0.00002
37107	0.00002
37109	0.00002
37111	0.00002
37113	0.00002
37115	0.00002
37117	0.00002
37119	0.00002
37121	0.00002
37123	0.00002
37125	0.00002
37127	0.00002
37129	0.00002
37131	0.00002
37133	0.00002
37135	0.00002
37137	0.00002
37139	0.00002
37141	0.00002
37143	0.00002
37145	0.00002
37147	0.00002
37149	0.00002
37151	0.00002
37153	0.00002
37155	0.00002
37157	0.00002
37159	0.00002
37161	0.00002
37163	0.00002
37165	0.00002
37167	0.00002
37169	0.00002
37171	0.00002
37173	0.00002
37175	0.00003
37177	0.00003
37179	0.00003
37181	0.00003
37183	0.00003
37185	0.00003
37187	0.00003
37189	0.00003
37191	0.00003
37193	0.00003
37195	0.00003
37197	0.00003
37199	0.00003
38001	0.00003
38003	0.00003
38005	0.00003
38007	0.00003
38009	0.00003
38011	0.00003
38013	0.00003
38015	0.00003
38017	0.00003
38019	0.00003
38021	0.00003
38023	0.00003
38025	0.00003
38027	0.00003
38029	0.00003
38031	0.00003
38033	0.00003
38035	0.00003
38037	0.00003
38039	0.00003
38041	0.00003
38043	0.00003
38045	0.00003
38047	0.00003
38049	0.00003
38051	0.00003
38053	0.00003
38055	0.00003
38057	0.00003
38059	0.00003
38061	0.00003
38063	0.00003
38065	0.00003
38067	0.00003
38069	0.00003
38071	0.00003
38073	0.00003
38075	0.00003
38077	0.00003
38079	0.00003
38081	0.00003
38083	0.00003
38085	0.00003
38087	0.00003
38089	0.00003
38091	0.00003
38093	0.00003
38095	0.00003
38097	0.00003
38099	0.00003
38101	0.00003
38103	0.00003
38105	0.00003
39001	0.00003
39003	0.00003
39005	0.00003
39007	0.00003
39009	0.00003
39011	0.00003
39013	0.00003
39015	0.00003
39017	0.00003
39019	0.00003
39021	0.00003
39023	0.00003
39025	0.00003
39027	0.00003
39029	0.00003
39031	0.00003
39033	0.00003
39035	0.00003
39037	0.00003
39039	0.00003
39041	0.00003
39043	0.00003
39045	0.00003
39047	0.00003
39049	0.00003
39051	0.00003
39053	0.00003
39055	0.00003
39057	0.00003
39059	0.00003
39061	0.00003
39063	0.00003
39065	0.00003
39067	0.00003
39069	0.00003
39071	0.00003
39073	0.00003
39075	0.00003
39077	0.00003
39079	0.00003
39081	0.00003
39083	0.00003
39085	0.00003
39087	0.00003
39089	0.00003
39091	0.00003
39093	0.00003
39095	0.00003
39097	0.00003
39099	0.00003
39101	0.00003
39103	0.00003
39105	0.00003
39107	0.00003
39109	0.00003
39111	0.00003
39113	0.00003
39115	0.00003
39117	0.00003
39119	0.00003
39121	0.00003
39123	0.00003
39125	0.00003
39127	0.00003
39129	0.00003
39131	0.00003
39133	0.00003
39135	0.00003
39137	0.00003
39139	0.00003
39141	0.00003
39143	0.00003
39145	0.00003
39147	0.00003
39149	0.00003
39151	0.00003
39153	0.00003
39155	0.00003
39157	0.00003
39159	0.00003
39161	0.00003
39163	0.00003
39165	0.00003
39167	0.00003
39169	0.00003
39171	0.00003
39173	0.00003
39175	0.00003
40001	0.00003
40003	0.00003
40005	0.00003
40007	0.00003
40009	0.00003
40011	0.00003
40013	0.00003
40015	0.00003
40017	0.00003
40019	0.00003
40021	0.00003
40023	0.00003
40025	0.00003
40027	0.00003
40029	0.00003
40031	0.00003
40033	0.00003
40035	0.00003
40037	0.00003
40039	0.00003
40041	0.00003
40043	0.00003
40045	0.00003
40047	0.00003
40049	0.00004
40051	0.00004
40053	0.00004
40055	0.00004
40057	0.00004
40059	0.00004
40061	0.00004
40063	0.00004
40065	0.00004
40067	0.00004
40069	0.00004
40071	0.00004
40073	0.00004
40075	0.00004
40077	0.00004
40079	0.00004
40081	0.00004
40083	0.00004
40085	0.00004
40087	0.00004
40089	0.00004
40091	0.00004
40093	0.00004
40095	0.00004
40097	0.00004
40099	0.00004
40101	0.00004
40103	0.00004
40105	0.00004
40107	0.00004
40109	0.00004
40111	0.00004
40113	0.00004
40115	0.00004
40117	0.00004
40119	0.00004
40121	0.00004
40123	0.00004
40125	0.00004
40127	0.00004
40129	0.00004
40131	0.00004
40133	0.00004
40135	0.00004
40137	0.00004
40139	0.00004
40141	0.00004
40143	0.00004
40145	0.00004
40147	0.00004
40149	0.00004
40151	0.00004
40153	0.00004
41001	0.00004
41003	0.00004
41005	0.00004
41007	0.00004
41009	0.00004
41011	0.00004
41013	0.00004
41015	0.00004
41017	0.00004
41019	0.00004
41021	0.00004
41023	0.00004
41025	0.00004
41027	0.00004
41029	0.00004
41031	0.00004
41033	0.00004
41035	0.00004
41037	0.00004
41039	0.00004
41041	0.00004
41043	0.00004
41045	0.00004
41047	0.00004
41049	0.00004
41051	0.00004
41053	0.00004
41055	0.00004
41057	0.00004
41059	0.00004
41061	0.00004
41063	0.00004
41065	0.00004
41067	0.00004
41069	0.00004
41071	0.00004
42001	0.00004
42003	0.00004
42005	0.00004
42007	0.00004
42009	0.00004
42011	0.00004
42013	0.00004
42015	0.00004
42017	0.00004
42019	0.00004
42021	0.00004
42023	0.00004
42025	0.00004
